"EAN";"Deeplink";"Dealer item number";"Price excl. VAT";"Price incl. VAT";"VAT Prices";"Delivery time";"Manufacturer";"SKU";"Shipping cost excl. VAT";"Shipping cost incl. VAT";"VAT Shipping cost";"Number in stock";
"5709193864202";"https://www.keengardener.co.uk/char-broil-professional-4400b-gas-bbq.html?utm_source=Char+Broil+Connector";"CHAR-140-737";"487.4916666666667";"584.99";"20";"1 Day";"Char-Broil";"CHAR-140-737";"0.00";"0.00";"20";"0.0000";
"5709193883005";"https://www.keengardener.co.uk/char-broil-professional-4400s-gas-bbq.html?utm_source=Char+Broil+Connector";"CHAR-140-738";"541.6583333333334";"649.99";"20";"1 Day";"Char-Broil";"CHAR-140-738";"0.00";"0.00";"20";"0.0000";
"5709193090052";"https://www.keengardener.co.uk/char-broil-convective-performance-charcoal-3500-bbq.html?utm_source=Char+Broil+Connector";"CHAR-140-725";"241.65833333333336";"289.99";"20";"1 Day";"Char-Broil";"CHAR-140-725";"0.00";"0.00";"20";"0.0000";
"5709193351610";"https://www.keengardener.co.uk/char-broil-cool-clean-360-brush.html?utm_source=Char+Broil+Connector";"CHAR-140-001";"12.491666666666667";"14.99";"20";"1 Day";"Char-Broil";"CHAR-140-001";"3.49";"2.91";"20";"0.0000";
"5709193355779";"https://www.keengardener.co.uk/char-broil-pizza-stone-kit-stone-peel.html?utm_source=Char+Broil+Connector";"CHAR-140-513";"24.991666666666667";"29.99";"20";"1 Day";"Char-Broil";"CHAR-140-513";"3.49";"2.91";"20";"0.0000";
"5709193381372";"https://www.keengardener.co.uk/char-broil-cast-iron-sideburner-griddle-plancha.html?utm_source=Char+Broil+Connector";"CHAR-140-515";"33.325";"39.99";"20";"1 Day";"Char-Broil";"CHAR-140-515";"3.49";"2.91";"20";"0.0000";
"5709193362906";"https://www.keengardener.co.uk/char-broil-grilling-apron.html?utm_source=Char+Broil+Connector";"CHAR-140-517";"12.491666666666667";"14.99";"20";"1 Day";"Char-Broil";"CHAR-140-517";"3.49";"2.91";"20";"0.0000";
"5709193374541";"https://www.keengardener.co.uk/char-broil-hand-stitched-leather-grilling-gloves.html?utm_source=Char+Broil+Connector";"CHAR-140-518";"16.65833333333333";"19.99";"20";"1 Day";"Char-Broil";"CHAR-140-518";"3.49";"2.91";"20";"0.0000";
"5709193345954";"https://www.keengardener.co.uk/char-broil-aramid-blend-cotton-griling-gloves.html?utm_source=Char+Broil+Connector";"CHAR-140-519";"24.991666666666667";"29.99";"20";"1 Day";"Char-Broil";"CHAR-140-519";"3.49";"2.91";"20";"0.0000";
"5709193365150";"https://www.keengardener.co.uk/char-broil-stainless-steel-basket.html?utm_source=Char+Broil+Connector";"CHAR-140-536";"20.241666666666667";"24.29";"20";"1 Day";"Char-Broil";"CHAR-140-536";"3.49";"2.91";"20";"0.0000";
"5709193377092";"https://www.keengardener.co.uk/char-broil-3-piece-soft-grip-toolset.html?utm_source=Char+Broil+Connector";"CHAR-140-767";"29.158333333333335";"34.99";"20";"1 Day";"Char-Broil";"CHAR-140-767";"3.49";"2.91";"20";"0.0000";
"5709193343158";"https://www.keengardener.co.uk/char-broil-the-big-easy-bunk-bed-basket.html?utm_source=Char+Broil+Connector";"CHAR-140-697";"11.241666666666667";"13.49";"20";"1 Day";"Char-Broil";"CHAR-140-697";"3.49";"2.91";"20";"0.0000";
"5709193359388";"https://www.keengardener.co.uk/char-broil-gear-trax-magnet.html?utm_source=Char+Broil+Connector";"CHAR-140-760";"18.325";"21.99";"20";"1 Day";"Char-Broil";"CHAR-140-760";"3.49";"2.91";"20";"0.0000";
"5709193367192";"https://www.keengardener.co.uk/char-broil-the-big-easy-grease-tray.html?utm_source=Char+Broil+Connector";"CHAR-140-762";"16.491666666666667";"19.79";"20";"1 Day";"Char-Broil";"CHAR-140-762";"3.49";"2.91";"20";"0.0000";
"5709193823001";"https://www.keengardener.co.uk/char-broil-performance-340b-tru-infrared-gas-barbecue.html?utm_source=Char+Broil+Connector";"CHAR-140-743";"299.9916666666667";"359.99";"20";"1 Day";"Char-Broil";"CHAR-140-743";"0.00";"0.00";"20";"0.0000";
"5709193822004";"https://www.keengardener.co.uk/char-broil-performance-330b-tru-infrared-gas-barbecue.html?utm_source=Char+Broil+Connector";"CHAR-140-742";"333.32500000000004";"399.99";"20";"1 Day";"Char-Broil";"CHAR-140-742";"0.00";"0.00";"20";"0.0000";
"5709193821007";"https://www.keengardener.co.uk/char-broil-performance-220b-tru-infrared-gas-barbecue.html?utm_source=Char+Broil+Connector";"CHAR-140-740";"266.65833333333336";"319.99";"20";"1 Day";"Char-Broil";"CHAR-140-740";"0.00";"0.00";"20";"0.0000";
"5709193840213";"https://www.keengardener.co.uk/char-broil-convective-210b-gas-barbecue.html?utm_source=Char+Broil+Connector";"CHAR-140-840";"206.25";"247.5";"20";"1 Day";"Char-Broil";"CHAR-140-840";"0.00";"0.00";"20";"13.0000";
"5709193840244";"https://www.keengardener.co.uk/char-broil-convective-410b-gas-barbecue.html?utm_source=Char+Broil+Connector";"CHAR-140-843";"299.9916666666667";"359.99";"20";"1 Day";"Char-Broil";"CHAR-140-843";"0.00";"0.00";"20";"0.0000";
"5709193840251";"https://www.keengardener.co.uk/char-broil-convective-440s-gas-barbecue.html?utm_source=Char+Broil+Connector";"CHAR-140-846";"299.1666666666667";"359.0000";"20";"1 Day";"Char-Broil";"CHAR-140-846";"0.00";"0.00";"20";"25.0000";
"5709193090021";"https://www.keengardener.co.uk/char-broil-kamander-kamado-charcoal-bbq.html?utm_source=Char+Broil+Connector";"CHAR-140-870";"524.9916666666667";"629.99";"20";"1 Day";"Char-Broil";"CHAR-140-870";"0.00";"0.00";"20";"0.0000";
"5709193363392";"https://www.keengardener.co.uk/char-broil-digital-smoker-stand.html?utm_source=Char+Broil+Connector";"CHAR-140-764";"49.99166666666667";"59.99";"20";"1 Day";"Char-Broil";"CHAR-140-764";"3.49";"2.91";"20";"0.0000";
"5709193386353";"https://www.keengardener.co.uk/char-broil-3-4-burner-grill-cover.html?utm_source=Char+Broil+Connector";"CHAR-140-766";"41.65833333333334";"49.99";"20";"1 Day";"Char-Broil";"CHAR-140-766";"3.49";"2.91";"20";"0.0000";
"5709193300038";"https://www.keengardener.co.uk/char-broil-premium-2-burner-grill-cover.html?utm_source=Char+Broil+Connector";"CHAR-140-003";"58.324999999999996";"69.99";"20";"1 Day";"Char-Broil";"CHAR-140-003";"3.49";"2.91";"20";"0.0000";
"5709193300045";"https://www.keengardener.co.uk/char-broil-premium-3-burner-grill-cover.html?utm_source=Char+Broil+Connector";"CHAR-140-004";"74.99166666666666";"89.99";"20";"1 Day";"Char-Broil";"CHAR-140-004";"0.00";"0.00";"20";"0.0000";
"5709193300052";"https://www.keengardener.co.uk/char-broil-premium-4-burner-grill-cover.html?utm_source=Char+Broil+Connector";"CHAR-140-005";"83.325";"99.99";"20";"1 Day";"Char-Broil";"CHAR-140-005";"0.00";"0.00";"20";"0.0000";
"5709193373773";"https://www.keengardener.co.uk/char-broil-digital-smoker-cover.html?utm_source=Char+Broil+Connector";"CHAR-140-763";"20.825";"24.99";"20";"1 Day";"Char-Broil";"CHAR-140-763";"3.49";"2.91";"20";"0.0000";
"5709193373872";"https://www.keengardener.co.uk/char-broil-kamander-cover.html?utm_source=Char+Broil+Connector";"CHAR-140-387";"29.99166666666667";"35.99";"20";"1 Day";"Char-Broil";"CHAR-140-387";"3.49";"2.91";"20";"0.0000";
"5709193357841";"https://www.keengardener.co.uk/char-broil-the-big-easy-kebab-holder.html?utm_source=Char+Broil+Connector";"CHAR-140-770";"14.991666666666665";"17.99";"20";"1 Day";"Char-Broil";"CHAR-140-770";"3.49";"2.91";"20";"0.0000";
"5709193370727";"https://www.keengardener.co.uk/char-broil-3-piece-beginners-set.html?utm_source=Char+Broil+Connector";"CHAR-140-768";"23.325";"27.99";"20";"1 Day";"Char-Broil";"CHAR-140-768";"3.49";"2.91";"20";"0.0000";
"5709193398561";"https://www.keengardener.co.uk/char-broil-burner.html?utm_source=Char+Broil+Connector";"CHAR-140-779";"12.491666666666667";"14.99";"20";"1 Day";"Char-Broil";"CHAR-140-779";"3.49";"2.91";"20";"0.0000";
"5709193381358";"https://www.keengardener.co.uk/char-broil-half-time-charcoal-starter.html?utm_source=Char+Broil+Connector";"CHAR-140-788";"12.491666666666667";"14.99";"20";"1 Day";"Char-Broil";"CHAR-140-788";"3.49";"2.91";"20";"0.0000";
"5709193368939";"https://www.keengardener.co.uk/char-broil-cool-clean-brush.html?utm_source=Char+Broil+Connector";"CHAR-140-789";"8.325000000000001";"9.99";"20";"1 Day";"Char-Broil";"CHAR-140-789";"3.49";"2.91";"20";"0.0000";
"5709193377078";"https://www.keengardener.co.uk/char-broil-charcoal-shovel.html?utm_source=Char+Broil+Connector";"CHAR-140-006";"12.491666666666667";"14.99";"20";"1 Day";"Char-Broil";"CHAR-140-006";"3.49";"2.91";"20";"0.0000";
"5709193379591";"https://www.keengardener.co.uk/char-broil-charcoal-manager.html?utm_source=Char+Broil+Connector";"CHAR-140-009";"16.65833333333333";"19.99";"20";"1 Day";"Char-Broil";"CHAR-140-009";"3.49";"2.91";"20";"0.0000";
"5709193300014";"https://www.keengardener.co.uk/char-broil-4-burner-grill-griddle.html?utm_source=Char+Broil+Connector";"CHAR-140-007";"33.325";"39.99";"20";"1 Day";"Char-Broil";"CHAR-140-007";"3.49";"2.91";"20";"0.0000";
"5709193300021";"https://www.keengardener.co.uk/char-broil-3-burner-grill-griddle.html?utm_source=Char+Broil+Connector";"CHAR-140-008";"33.325";"39.99";"20";"1 Day";"Char-Broil";"CHAR-140-008";"3.49";"2.91";"20";"0.0000";
"5709193300120";"https://www.keengardener.co.uk/char-broil-2-burner-grill-griddle.html?utm_source=Char+Broil+Connector";"CHAR-140-012";"33.325";"39.99";"20";"1 Day";"Char-Broil";"CHAR-140-012";"3.49";"2.91";"20";"0.0000";
"5709193894513";"https://www.keengardener.co.uk/char-broil-professional-4600s-gas-bbq.html?utm_source=Char+Broil+Connector";"CHAR-140-754";"749.9916666666667";"899.99";"20";"1 Day";"Char-Broil";"CHAR-140-754";"0.00";"0.00";"20";"0.0000";
"4260547593274";"https://www.keengardener.co.uk/char-broil-performance-440b-gas-bbq.html?utm_source=Char+Broil+Connector";"CHAR-140-791";"433.32500000000004";"519.99";"20";"1 Day";"Char-Broil";"CHAR-140-791";"0.00";"0.00";"20";"0.0000";
"4260547593298";"https://www.keengardener.co.uk/char-broil-all-star-120-b-gas-bbq.html?utm_source=Char+Broil+Connector";"CHAR-140-881";"284.9916666666667";"341.99";"20";"1 Day";"Char-Broil";"CHAR-140-881";"0.00";"0.00";"20";"0.0000";
"4260547593243";"https://www.keengardener.co.uk/char-broil-2-burner-grill-cover-13997.html?utm_source=Char+Broil+Connector";"CHAR-140-384";"33.325";"39.99";"20";"1 Day";"Char-Broil";"CHAR-140-384";"3.49";"2.91";"20";"0.0000";
"4260547593045";"https://www.keengardener.co.uk/char-broil-extrawide-grill-cover.html?utm_source=Char+Broil+Connector";"CHAR-140-385";"49.99166666666667";"59.99";"20";"1 Day";"Char-Broil";"CHAR-140-385";"3.49";"2.91";"20";"0.0000";
"4260547593069";"https://www.keengardener.co.uk/char-broil-all-star-cover.html?utm_source=Char+Broil+Connector";"CHAR-140-388";"29.158333333333335";"34.99";"20";"1 Day";"Char-Broil";"CHAR-140-388";"3.49";"2.91";"20";"3.0000";
"4260547592963";"https://www.keengardener.co.uk/char-broil-gear-trax-tool-hooks.html?utm_source=Char+Broil+Connector";"CHAR-140-025";"8.325000000000001";"9.99";"20";"1 Day";"Char-Broil";"CHAR-140-025";"3.49";"2.91";"20";"0.0000";
"4260547592970";"https://www.keengardener.co.uk/char-broil-gear-trax-combo-kit.html?utm_source=Char+Broil+Connector";"CHAR-140-026";"20.825";"24.99";"20";"1 Day";"Char-Broil";"CHAR-140-026";"3.49";"2.91";"20";"0.0000";
"4260547593021";"https://www.keengardener.co.uk/char-broil-universal-rotisserie.html?utm_source=Char+Broil+Connector";"CHAR-140-102";"59.15833333333333";"70.99";"20";"1 Day";"Char-Broil";"CHAR-140-102";"3.49";"2.91";"20";"0.0000";
"4260547592857";"https://www.keengardener.co.uk/char-broil-grill-roasting-dish-cutting-board.html?utm_source=Char+Broil+Connector";"CHAR-140-014";"41.65833333333334";"49.99";"20";"1 Day";"Char-Broil";"CHAR-140-014";"3.49";"2.91";"20";"3.0000";
"4260547592901";"https://www.keengardener.co.uk/char-broil-grill-skewers.html?utm_source=Char+Broil+Connector";"CHAR-140-019";"9.991666666666667";"11.99";"20";"1 Day";"Char-Broil";"CHAR-140-019";"3.49";"2.91";"20";"0.0000";
"4260547592888";"https://www.keengardener.co.uk/char-broil-grill-rib-roasting-rack.html?utm_source=Char+Broil+Connector";"CHAR-140-017";"16.65833333333333";"19.99";"20";"1 Day";"Char-Broil";"CHAR-140-017";"3.49";"2.91";"20";"0.0000";
"4260547592895";"https://www.keengardener.co.uk/char-broil-grill-beer-can-chicken-roaster.html?utm_source=Char+Broil+Connector";"CHAR-140-018";"8.325000000000001";"9.99";"20";"1 Day";"Char-Broil";"CHAR-140-018";"3.49";"2.91";"20";"12.0000";
"4260547592864";"https://www.keengardener.co.uk/char-broil-grill-topper-14008.html?utm_source=Char+Broil+Connector";"CHAR-140-015";"16.65833333333333";"19.99";"20";"1 Day";"Char-Broil";"CHAR-140-015";"3.49";"2.91";"20";"0.0000";
"4260547592871";"https://www.keengardener.co.uk/char-broil-grill-baskets.html?utm_source=Char+Broil+Connector";"CHAR-140-016";"18.325";"21.99";"20";"1 Day";"Char-Broil";"CHAR-140-016";"3.49";"2.91";"20";"0.0000";
"4260547592956";"https://www.keengardener.co.uk/char-broil-meat-shears.html?utm_source=Char+Broil+Connector";"CHAR-140-024";"10.825000000000001";"12.99";"20";"1 Day";"Char-Broil";"CHAR-140-024";"3.49";"2.91";"20";"0.0000";
"4260547593120";"https://www.keengardener.co.uk/char-broil-all-star-shelf.html?utm_source=Char+Broil+Connector";"CHAR-140-390";"33.325";"39.99";"20";"1 Day";"Char-Broil";"CHAR-140-390";"3.49";"2.91";"20";"0.0000";
"5709193840312";"https://www.keengardener.co.uk/char-broil-convective-310b-gas-bbq.html?utm_source=Char+Broil+Connector";"CHAR-140-849";"266.65833333333336";"319.99";"20";"1 Day";"Char-Broil";"CHAR-140-849";"0.00";"0.00";"20";"0.0000";
"4260547593755";"https://www.keengardener.co.uk/char-broil-professional-black-edition-4500-4-burner-gas-barbecue-grill-with-tru-infrared-technology-and-side-burner.html?utm_source=Char+Broil+Connector";"CHAR-140-909";"524.9833333333333";"629.98";"20";"1 Day";"Char-Broil";"CHAR-140-909";"0.00";"0.00";"20";"0.0000";
"4260547593748";"https://www.keengardener.co.uk/char-broil-professional-black-edition-3500-3-burner-gas-barbecue-grill-with-tru-infrared-technology-and-side-burner.html?utm_source=Char+Broil+Connector";"CHAR-140-899";"516.6583333333334";"619.99";"20";"1 Day";"Char-Broil";"CHAR-140-899";"0.00";"0.00";"20";"0.0000";
"4260547593373";"https://www.keengardener.co.uk/char-broil-convective-640-b-xl-gas-bbq.html?utm_source=Char+Broil+Connector";"CHAR-140-847";"412.4916666666667";"494.99";"20";"1 Day";"Char-Broil";"CHAR-140-847";"0.00";"0.00";"20";"8.0000";
"4260547594196";"https://www.keengardener.co.uk/char-broil-digital-smoker-bbq.html?utm_source=Char+Broil+Connector";"CHAR-140-908";"333.32500000000004";"399.99";"20";"1 Day";"Char-Broil";"CHAR-140-908";"0.00";"0.00";"20";"0.0000";
"4260547594165";"https://www.keengardener.co.uk/char-broil-ultimate-3200-3-burner-bbq-kitchen.html?utm_source=Char+Broil+Connector";"CHAR-140-906";"1025";"1230";"20";"1 Day";"Char-Broil";"CHAR-140-906";"0.00";"0.00";"20";"0.0000";
"4260547593731";"https://www.keengardener.co.uk/char-broil-ultimate-3200-bbq-entertainment-module.html?utm_source=Char+Broil+Connector";"CHAR-140-905";"915";"1098";"20";"1 Day";"Char-Broil";"CHAR-140-905";"0.00";"0.00";"20";"1.0000";
"4260547593052";"https://www.keengardener.co.uk/char-broil-verano-200-bbq-cover.html?utm_source=Char+Broil+Connector";"CHAR-140-386";"18.741666666666667";"22.49";"20";"1 Day";"Char-Broil";"CHAR-140-386";"3.49";"2.91";"20";"2.0000";
"4260547593076";"https://www.keengardener.co.uk/char-broil-all-star-bbq-rotisserie.html?utm_source=Char+Broil+Connector";"CHAR-140-389";"83.325";"99.99";"20";"1 Day";"Char-Broil";"CHAR-140-389";"0.00";"0.00";"20";"0.0000";
"4260547593533";"https://www.keengardener.co.uk/char-broil-all-star-bbq-basket-3-in-1.html?utm_source=Char+Broil+Connector";"CHAR-140-391";"29.158333333333335";"34.99";"20";"1 Day";"Char-Broil";"CHAR-140-391";"3.49";"2.91";"20";"0.0000";
"4260547593489";"https://www.keengardener.co.uk/char-broil-all-star-bbq-charcoal-tray-1b.html?utm_source=Char+Broil+Connector";"CHAR-140-392";"37.49166666666667";"44.99";"20";"1 Day";"Char-Broil";"CHAR-140-392";"3.49";"2.91";"20";"5.0000";
"4260547593502";"https://www.keengardener.co.uk/char-broil-bbq-hot-clean-head-replacement.html?utm_source=Char+Broil+Connector";"CHAR-140-041";"8.325000000000001";"9.99";"20";"1 Day";"Char-Broil";"CHAR-140-041";"3.49";"2.91";"20";"0.0000";
"4260547593519";"https://www.keengardener.co.uk/char-broil-bbq-grill-cleaner.html?utm_source=Char+Broil+Connector";"CHAR-140-039";"9.991666666666667";"11.99";"20";"1 Day";"Char-Broil";"CHAR-140-039";"3.49";"2.91";"20";"0.0000";
"4260547593526";"https://www.keengardener.co.uk/char-broil-bbq-grate-cleaner.html?utm_source=Char+Broil+Connector";"CHAR-140-040";"9.991666666666667";"11.99";"20";"1 Day";"Char-Broil";"CHAR-140-040";"3.49";"2.91";"20";"0.0000";
"4260547593014";"https://www.keengardener.co.uk/char-broil-mok-cover-3-burner.html?utm_source=Char+Broil+Connector";"CHAR-140-383";"37.49166666666667";"44.99";"20";"1 Day";"Char-Broil";"CHAR-140-383";"3.49";"2.91";"20";"3.0000";
"4260547593038";"https://www.keengardener.co.uk/char-broil-mok-cover-entertainment-module.html?utm_source=Char+Broil+Connector";"CHAR-140-382";"37.49166666666667";"44.99";"20";"1 Day";"Char-Broil";"CHAR-140-382";"3.49";"2.91";"20";"0.0000";
"4260547593106";"https://www.keengardener.co.uk/char-broil-gas2coal-330-bbq-replacement-grates.html?utm_source=Char+Broil+Connector";"CHAR-140-782";"16.65833333333333";"19.99";"20";"1 Day";"Char-Broil";"CHAR-140-782";"3.49";"2.91";"20";"0.0000";
"4260547593113";"https://www.keengardener.co.uk/char-broil-performance-2-3-burner-replacement-grates.html?utm_source=Char+Broil+Connector";"CHAR-140-783";"16.65833333333333";"19.99";"20";"1 Day";"Char-Broil";"CHAR-140-783";"3.49";"2.91";"20";"0.0000";
"4260657723660";"https://www.keengardener.co.uk/char-broil-ultimate-outdoor-kitchen-corner-module-stainless-steel.html?utm_source=Char+Broil+Connector";"CHAR-140-930";"449.9666666666667";"539.96";"20";"1 Day";"Char-Broil";"CHAR-140-930";"0.00";"0.00";"20";"1.0000";
"4260547593441";"https://www.keengardener.co.uk/char-broil-advantage-series-445s-4-burner-gas-barbecue-grill-with-tru-infrared-technology-stainless-steel.html?utm_source=Char+Broil+Connector";"CHAR-140-895";"399.9916666666667";"479.9900";"20";"1 Day";"Char-Broil";"CHAR-140-895";"0.00";"0.00";"20";"0.0000";
"4260547593434";"https://www.keengardener.co.uk/char-broil-advantage-series-345s-3-burner-gas-barbecue-grill-with-tru-infrared-technology-stainless-steel.html?utm_source=Char+Broil+Connector";"CHAR-140-894";"344.9916666666667";"413.99";"20";"1 Day";"Char-Broil";"CHAR-140-894";"0.00";"0.00";"20";"5.0000";
"4260547593427";"https://www.keengardener.co.uk/char-broil-advantage-series-225s-2-burner-gas-barbecue-grill-with-tru-infrared-technology-stainless-steel.html?utm_source=Char+Broil+Connector";"CHAR-140-893";"283.32500000000004";"339.99";"20";"1 Day";"Char-Broil";"CHAR-140-893";"0.00";"0.00";"20";"0.0000";
"4260547594448";"https://www.keengardener.co.uk/char-broil-gas2coal-440-2-0-hybrid-grill-4-burner-gas-coal-barbecue-grill-black.html?utm_source=Char+Broil+Connector";"CHAR-140-926";"449.9916666666667";"539.99";"20";"1 Day";"Char-Broil";"CHAR-140-926";"0.00";"0.00";"20";"0.0000";
"4260547594424";"https://www.keengardener.co.uk/char-broil-gas2coal-210-hybrid-grill-2-burner-gas-coal-barbecue-grill-black.html?utm_source=Char+Broil+Connector";"CHAR-140-924";"277.4916666666667";"332.99";"20";"1 Day";"Char-Broil";"CHAR-140-924";"0.00";"0.00";"20";"22.0000";
"4260547593342";"https://www.keengardener.co.uk/char-broil-all-star-125-gas-barbecue-grill.html?utm_source=Char+Broil+Connector";"CHAR-140-883";"316.65833333333336";"379.99";"20";"1 Day";"Char-Broil";"CHAR-140-883";"0.00";"0.00";"20";"0.0000";
"4260547593359";"https://www.keengardener.co.uk/char-broil-all-star-125-electric-barbecue-grill.html?utm_source=Char+Broil+Connector";"CHAR-140-892";"333.32500000000004";"399.99";"20";"1 Day";"Char-Broil";"CHAR-140-892";"0.00";"0.00";"20";"0.0000";
